application_id,score
10048,0.06702200603529261
10107,0.6621262124640016
10133,0.6621262124640016
10150,0.04895121810481973
10150,0.04895121810481973
10165,0.04895121810481973
10203,0.6621262124640016
10228,0.04895121810481973
10236,0.04895121810481973
10245,0.04895121810481973
10320,0.04895121810481973
10411,0.04895121810481973
10419,0.6621262124640016
10477,0.04895121810481973
10517,0.04895121810481973
10539,0.06702200603529261
10671,0.04895121810481973
10706,0.04895121810481973
10783,0.04895121810481973
10860,0.04895121810481973
10902,0.04895121810481973
10955,0.04895121810481973
11020,0.04895121810481973
11063,0.04895121810481973
11122,0.04895121810481973
11151,0.04895121810481973
11176,0.04895121810481973
11202,0.04895121810481973
11223,0.04895121810481973
11237,0.6621262124640016
11240,0.6621262124640016
11246,0.04895121810481973
11331,0.04895121810481973
11347,0.6621262124640016
11507,0.04895121810481973
11537,0.06702200603529261
11640,0.04895121810481973
11697,0.06702200603529261
11732,0.06702200603529261
11757,0.04895121810481973
11786,0.04895121810481973
11806,0.06702200603529261
11814,0.04895121810481973
11871,0.04895121810481973
11876,0.6621262124640016
11905,0.6621262124640016
11961,0.6621262124640016
11962,0.04895121810481973
11979,0.06702200603529261
12146,0.04895121810481973
12256,0.04895121810481973
12335,0.6621262124640016
12348,0.06702200603529261
12354,0.04895121810481973
12382,0.04895121810481973
12420,0.04895121810481973
12488,0.6621262124640016
12508,0.04895121810481973
12563,0.04895121810481973
12582,0.04895121810481973
12613,0.6621262124640016
12627,0.06702200603529261
12780,0.04895121810481973
12786,0.6621262124640016
12838,0.04895121810481973
12871,0.04895121810481973
12903,0.04895121810481973
12928,0.04895121810481973
12966,0.04895121810481973
13034,0.04895121810481973
13125,0.04895121810481973
13144,0.04895121810481973
13162,0.06702200603529261
13189,0.04895121810481973
13200,0.04895121810481973
13218,0.04895121810481973
13299,0.04895121810481973
13378,0.04895121810481973
13403,0.04895121810481973
13407,0.04895121810481973
13446,0.04895121810481973
13456,0.04895121810481973
13464,0.04895121810481973
13497,0.04895121810481973
13593,0.04895121810481973
13727,0.04895121810481973
13735,0.6621262124640016
13762,0.6621262124640016
13798,0.04895121810481973
13870,0.04895121810481973
13909,0.04895121810481973
13929,0.6621262124640016
13940,0.04895121810481973
13957,0.04895121810481973
13978,0.04895121810481973
14130,0.04895121810481973
14358,0.06702200603529261
14410,0.04895121810481973
14417,0.06702200603529261
14635,0.04895121810481973
14648,0.04895121810481973
14726,0.04895121810481973
14831,0.6621262124640016
14944,0.04895121810481973
15006,0.06702200603529261
15057,0.04895121810481973
15081,0.04895121810481973
15126,0.04895121810481973
15149,0.04895121810481973
15164,0.04895121810481973
15187,0.04895121810481973
15209,0.04895121810481973
15260,0.06702200603529261
15308,0.5037896361883152
15310,0.04895121810481973
15375,0.06702200603529261
15382,0.04895121810481973
15387,0.04895121810481973
15402,0.04895121810481973
15566,0.04895121810481973
15701,0.04895121810481973
15717,0.04895121810481973
15807,0.04895121810481973
15811,0.04895121810481973
15863,0.04895121810481973
15876,0.6621262124640016
15895,0.6621262124640016
15912,0.04895121810481973
15943,0.06702200603529261
16084,0.04895121810481973
16177,0.06702200603529261
16187,0.04895121810481973
16297,0.06702200603529261
16300,0.04895121810481973
16307,0.04895121810481973
16355,0.04895121810481973
16382,0.04895121810481973
16383,0.04895121810481973
16423,0.04895121810481973
16457,0.04895121810481973
16461,0.04895121810481973
16481,0.04895121810481973
16508,0.6621262124640016
16526,0.06702200603529261
16573,0.04895121810481973
16685,0.04895121810481973
16806,0.04895121810481973
16984,0.06702200603529261
17051,0.04895121810481973
17078,0.04895121810481973
17132,0.04895121810481973
17155,0.04895121810481973
17155,0.04895121810481973
17166,0.04895121810481973
17295,0.6621262124640016
17326,0.06702200603529261
17349,0.6621262124640016
17359,0.04895121810481973
17402,0.04895121810481973
17409,0.04895121810481973
17445,0.4562299053004528
17532,0.04895121810481973
17535,0.04895121810481973
